instance,lb,ub
g6910.col,15,15
g6911.col,15,15
g6912.col,15,15
g6913.col,15,16
g6914.col,15,15
g6915.col,15,15
g6916.col,15,15
g6917.col,15,15
g6918.col,15,15
g6919.col,18,19
g6920.col,18,19
g6921.col,18,18
g6922.col,18,18
g6923.col,18,19
g6924.col,18,19
g6925.col,18,19
g6926.col,18,19
g6927.col,18,19
g6928.col,18,18
g6929.col,18,19
g6930.col,18,18
g6931.col,18,19
g6932.col,18,18
g6933.col,18,18
g6934.col,18,18
g6935.col,18,19
g6936.col,18,18
g6937.col,18,19
g6938.col,18,18
g6939.col,22,22
g6940.col,22,22
g6941.col,22,22
g6942.col,22,22
g6943.col,22,22
g6944.col,22,22
g6945.col,22,22
g6946.col,22,22
g6947.col,22,22
g6948.col,22,22
g6949.col,22,22
g6950.col,22,22
g6951.col,22,22
g6952.col,22,22
g6953.col,22,22
g6954.col,22,22
g6955.col,22,22
g6956.col,22,22
g6957.col,22,22
g6958.col,22,22
g6959.col,26,26
g6960.col,26,26
g6961.col,26,26
g6962.col,25,25
g6963.col,25,25
g6964.col,26,26
g6965.col,25,25
g6966.col,26,26
g6967.col,26,26
g6968.col,26,26
g6969.col,26,26
g6970.col,25,25
g6971.col,26,26
g6972.col,26,26
g6973.col,25,25
g6974.col,26,26
g6975.col,25,25
g6976.col,25,25
g6977.col,26,26
g6978.col,26,26
g6979.col,31,31
g6980.col,31,31
g6981.col,31,31
g6982.col,31,31
g6983.col,31,31
g6984.col,31,31
g6985.col,31,31
g6986.col,31,31
g6987.col,31,31
g6988.col,31,31
g6989.col,31,31
g6990.col,31,31
g6991.col,31,31
g6992.col,31,31
g6993.col,31,31
g6994.col,31,31
g6995.col,31,31
g6996.col,31,31
g6997.col,31,31
g6998.col,31,31
g6999.col,34,34
g7000.col,34,34
g7001.col,34,34
g7002.col,34,34
g7003.col,34,34
g7004.col,34,34
g7005.col,34,34
g7006.col,34,34
g7007.col,34,34
g7008.col,34,34
g7009.col,34,34
g7010.col,34,34
g7011.col,34,34
g7012.col,34,34
g7013.col,34,34
g7014.col,34,34
g7015.col,34,34
g7016.col,34,34
g7017.col,34,34
g7018.col,34,34
g7019.col,65,65
g7020.col,67,67
g7021.col,68,68
g7022.col,8,8
g7023.col,13,13
g7024.col,14,14
g7025.col,8,8
g7026.col,8,8
g7027.col,8,8
g7028.col,8,8
g7029.col,8,8
g7030.col,8,8
g7031.col,8,8
g7032.col,8,8
g7033.col,8,8
g7034.col,8,8
g7035.col,8,8
g7036.col,8,8
g7037.col,8,8
g7038.col,8,8
g7039.col,69,69
g7040.col,69,69
g7041.col,69,69
g7042.col,69,69
g7043.col,68,68
g7044.col,68,68
g7045.col,68,68
g7046.col,68,68
g7047.col,68,68
g7048.col,68,68
g7049.col,68,68
g7050.col,68,68
g7051.col,68,68
g7052.col,68,68
g7053.col,68,68
g7054.col,68,68
g7055.col,68,68
g7056.col,68,68
g7057.col,68,68
g7058.col,68,68
g7059.col,47,47
g7060.col,47,47
g7061.col,47,47
g7062.col,47,47
g7063.col,47,47
g7064.col,47,47
g7065.col,47,47
g7066.col,47,47
g7067.col,47,47
g7068.col,47,47
g7069.col,47,47
g7070.col,47,47
g7071.col,47,47
g7072.col,47,47
g7073.col,47,47
g7074.col,47,47
g7075.col,47,47
g7076.col,47,47
g7077.col,47,47
g7078.col,47,47
g7079.col,35,35
g7080.col,35,35
g7081.col,35,35
g7082.col,35,35
g7083.col,35,35
g7084.col,35,35
g7085.col,35,35
g7086.col,35,35
g7087.col,35,35
g7088.col,35,35
g7089.col,35,35
g7090.col,35,35
g7091.col,35,35
g7092.col,35,35
g7093.col,35,35
g7094.col,35,35
g7095.col,35,35
g7096.col,35,35
g7097.col,35,35
g7098.col,35,35
g7099.col,32,32
g7100.col,32,32
g7101.col,32,32
g7102.col,32,32
g7103.col,32,32
g7104.col,32,32
g7105.col,32,32
g7106.col,32,32
g7107.col,32,32
g7108.col,32,32
g7109.col,32,32
g7110.col,32,32
g7111.col,32,32
g7112.col,32,32
g7113.col,32,32
g7114.col,32,32
g7115.col,32,32
g7116.col,32,32
g7117.col,32,32
g7118.col,32,32
g7119.col,18,18
g7120.col,18,18
g7121.col,18,18
g7122.col,18,18
g7123.col,18,18
g7124.col,18,18
g7125.col,18,18
g7126.col,18,18
g7127.col,18,18
g7128.col,18,18
g7129.col,18,18
g7130.col,18,18
g7131.col,18,18
g7132.col,18,18
g7133.col,18,18
g7134.col,18,18
g7135.col,18,18
g7136.col,18,18
g7137.col,18,18
g7138.col,18,18
g7139.col,18,18
g7140.col,18,18
g7141.col,18,18
g7142.col,18,18
g7143.col,18,18
g7144.col,18,18
g7145.col,18,18
g7146.col,18,18
g7147.col,18,18
g7148.col,18,18
g7149.col,18,18
g7150.col,18,18
g7151.col,18,18
g7152.col,18,18
g7153.col,18,18
g7154.col,18,18
g7155.col,18,18
g7156.col,18,18
g7157.col,18,18
g7158.col,18,18
g7159.col,18,18
g7160.col,18,18
g7161.col,18,18
g7162.col,18,18
g7163.col,18,18
g7164.col,18,18
g7165.col,18,18
g7166.col,18,18
g7167.col,18,18
g7168.col,18,18
g7169.col,18,18
g7170.col,18,18
g7171.col,18,18
g7172.col,18,18
g7173.col,18,18
g7174.col,18,18
g7175.col,18,18
g7176.col,18,18
g7177.col,18,18
g7178.col,18,18
g7179.col,18,18
g7180.col,18,18
g7181.col,18,18
g7182.col,18,18
g7183.col,18,18
g7184.col,18,18
g7185.col,17,19
g7186.col,17,19
g7187.col,18,18
g7188.col,18,18
g7189.col,18,18
g7190.col,18,18
g7191.col,18,18
g7192.col,17,19
g7193.col,18,18
g7194.col,17,19
g7195.col,18,18
g7196.col,17,19
g7197.col,17,19
g7198.col,17,19
g7199.col,22,22
g7200.col,22,22
g7201.col,22,22
g7202.col,22,22
g7203.col,22,22
g7204.col,22,22
g7205.col,22,22
g7206.col,22,22
g7207.col,22,22
g7208.col,22,22
g7209.col,22,22
g7210.col,22,22
g7211.col,22,22
g7212.col,22,22
g7213.col,22,22
g7214.col,22,22
g7215.col,22,22
g7216.col,22,22
g7217.col,22,22
g7218.col,22,22
g7219.col,25,25
g7220.col,25,25
g7221.col,25,25
g7222.col,25,25
g7223.col,25,25
g7224.col,25,25
g7225.col,25,25
g7226.col,25,25
g7227.col,25,25
g7228.col,25,25
g7229.col,25,25
g7230.col,25,25
g7231.col,25,25
g7232.col,25,25
g7233.col,25,25
g7234.col,25,25
g7235.col,25,25
g7236.col,25,25
g7237.col,25,25
g7238.col,25,25
g7239.col,29,29
g7240.col,29,29
g7241.col,29,29
g7242.col,29,29
g7243.col,29,29
g7244.col,29,29
g7245.col,29,29
g7246.col,29,29
g7247.col,29,29
g7248.col,29,29
g7249.col,29,29
g7250.col,29,29
g7251.col,29,29
g7252.col,29,29
g7253.col,29,29
g7254.col,29,29
g7255.col,29,29
g7256.col,29,29
g7257.col,29,29
g7258.col,29,29
g7259.col,2,2
g7260.col,2,2
g7261.col,2,2
g7262.col,2,2
g7263.col,2,2
g7264.col,2,2
g7265.col,2,2
g7266.col,2,2
g7267.col,2,2
g7268.col,2,2
g7269.col,2,2
g7270.col,2,2
g7271.col,2,2
g7272.col,2,2
g7273.col,2,2
g7274.col,2,2
g7275.col,2,2
g7276.col,2,2
g7277.col,2,2
g7278.col,2,2
g7279.col,2,2
g7280.col,2,2
g7281.col,2,2
g7282.col,2,2
g7283.col,2,2
g7284.col,2,2
g7285.col,2,2
g7286.col,2,2
g7287.col,2,2
g7288.col,2,2
g7289.col,2,2
g7290.col,2,2
g7291.col,2,2
g7292.col,2,2
g7293.col,2,2
g7294.col,2,2
g7295.col,2,2
g7296.col,2,2
g7297.col,2,2
g7298.col,2,2
g7299.col,2,2
g7300.col,2,2
g7301.col,2,2
g7302.col,2,2
g7303.col,2,2
g7304.col,2,2
g7305.col,2,2
g7306.col,2,2
g7307.col,2,2
g7308.col,2,2
g7309.col,2,2
g7310.col,2,2
g7311.col,2,2
g7312.col,2,2
g7313.col,2,2
g7314.col,2,2
g7315.col,2,2
g7316.col,2,2
g7317.col,2,2
g7318.col,2,2
g7319.col,3,3
g7320.col,3,3
g7321.col,3,3
g7322.col,3,3
g7323.col,3,3
g7324.col,3,3
g7325.col,3,3
g7326.col,3,3
g7327.col,3,3
g7328.col,3,3
g7329.col,3,3
g7330.col,3,3
g7331.col,3,3
g7332.col,3,3
g7333.col,3,3
g7334.col,3,3
g7335.col,3,3
g7336.col,3,3
g7337.col,3,3
g7338.col,3,3
g7339.col,3,3
g7340.col,3,3
g7341.col,3,3
g7342.col,3,3
g7343.col,3,3
g7344.col,3,3
g7345.col,3,3
g7346.col,3,3
g7347.col,3,3
g7348.col,3,3
g7349.col,3,3
g7350.col,3,3
g7351.col,3,3
g7352.col,3,3
g7353.col,3,3
g7354.col,3,3
g7355.col,3,3
g7356.col,3,3
g7357.col,3,3
g7358.col,3,3
g7359.col,4,4
g7360.col,4,4
g7361.col,4,4
g7362.col,4,4
g7363.col,4,4
g7364.col,4,4
g7365.col,4,4
g7366.col,4,4
g7367.col,4,4
g7368.col,4,4
g7369.col,4,5
g7370.col,4,4
g7371.col,4,4
g7372.col,4,5
g7373.col,4,4
g7374.col,4,4
g7375.col,4,4
g7376.col,4,4
g7377.col,4,4
g7378.col,4,4
g7379.col,6,7
g7380.col,6,7
g7381.col,6,6
g7382.col,6,7
g7383.col,0,0
g7384.col,6,7
g7385.col,6,7
g7386.col,6,7
g7387.col,6,7
g7388.col,6,7
g7389.col,6,7
g7390.col,6,7
g7391.col,6,7
g7392.col,6,7
g7393.col,6,7
g7394.col,6,7
g7395.col,6,7
g7396.col,6,7
g7397.col,6,7
g7398.col,6,7
g7399.col,10,11
g7400.col,10,11
g7401.col,10,11
g7402.col,10,11
g7403.col,10,11
g7404.col,10,11
g7405.col,10,11
g7406.col,10,11
g7407.col,10,11
g7408.col,10,11
g7409.col,10,11
g7410.col,10,11
g7411.col,10,11
g7412.col,10,11
g7413.col,10,11
g7414.col,10,11
g7415.col,10,11
g7416.col,10,11
g7417.col,10,11
g7418.col,10,11
g7419.col,16,17
g7420.col,16,16
g7421.col,16,17
g7422.col,16,17
g7423.col,16,17
g7424.col,16,17
g7425.col,16,17
g7426.col,16,16
g7427.col,16,16
g7428.col,16,17
g7429.col,16,17
g7430.col,16,17
g7431.col,16,17
g7432.col,16,17
g7433.col,16,16
g7434.col,16,17
g7435.col,16,17
g7436.col,16,17
g7437.col,16,17
g7438.col,16,17
g7439.col,3,3
g7440.col,3,3
g7441.col,3,3
g7442.col,3,3
g7443.col,3,3
g7444.col,2,2
g7445.col,3,3
g7446.col,3,3
g7447.col,3,3
g7448.col,3,3
g7449.col,3,3
g7450.col,3,3
g7451.col,3,3
g7452.col,3,3
g7453.col,3,3
g7454.col,3,3
g7455.col,3,3
g7456.col,3,3
g7457.col,2,2
g7458.col,3,3
g7459.col,2,2
g7460.col,2,2
g7461.col,2,2
g7462.col,2,2
g7463.col,2,2
g7464.col,2,2
g7465.col,2,2
g7466.col,2,2
g7467.col,2,2
g7468.col,2,2
g7469.col,2,2
g7470.col,2,2
g7471.col,2,2
g7472.col,2,2
g7473.col,2,2
g7474.col,2,2
g7475.col,2,2
g7476.col,2,2
g7477.col,2,2
g7478.col,2,2
g7479.col,2,2
g7480.col,2,2
g7481.col,2,2
g7482.col,2,2
g7483.col,2,2
g7484.col,2,2
g7485.col,2,2
g7486.col,2,2
g7487.col,2,2
g7488.col,2,2
g7489.col,2,2
g7490.col,2,2
g7491.col,2,2
g7492.col,2,2
g7493.col,2,2
g7494.col,2,2
g7495.col,2,2
g7496.col,2,2
g7497.col,2,2
g7498.col,2,2
g7499.col,2,2
g7500.col,2,2
g7501.col,2,2
g7502.col,2,2
g7503.col,2,2
g7504.col,2,2
g7505.col,2,2
g7506.col,2,2
g7507.col,2,2
g7508.col,2,2
g7509.col,2,2
g7510.col,2,2
g7511.col,2,2
g7512.col,2,2
g7513.col,2,2
g7514.col,2,2
g7515.col,2,2
g7516.col,2,2
g7517.col,2,2
g7518.col,2,2
g7519.col,2,2
g7520.col,2,2
g7521.col,2,2
g7522.col,2,2
g7523.col,2,2
g7524.col,2,2
g7525.col,2,2
g7526.col,2,2
g7527.col,2,2
g7528.col,2,2
g7529.col,2,2
g7530.col,3,3
g7531.col,3,3
g7532.col,3,3
g7533.col,2,2
g7534.col,3,3
g7535.col,3,3
g7536.col,3,3
g7537.col,3,3
g7538.col,3,3
g7539.col,3,3
g7540.col,3,3
g7541.col,3,3
g7542.col,3,3
g7543.col,3,3
g7544.col,4,4
g7545.col,4,4
g7546.col,4,4
g7547.col,3,3
g7548.col,3,3
g7549.col,3,3
g7550.col,3,3
g7551.col,3,3
g7552.col,3,3
g7553.col,4,4
g7554.col,3,3
g7555.col,3,3
g7556.col,3,3
g7557.col,4,4
g7558.col,3,3
g7559.col,3,3
g7560.col,3,3
g7561.col,3,3
g7562.col,3,3
g7563.col,3,3
g7564.col,3,3
g7565.col,3,3
g7566.col,3,3
g7567.col,3,3
g7568.col,3,3
g7569.col,3,3
g7570.col,3,3
g7571.col,3,3
g7572.col,3,3
g7573.col,3,3
g7574.col,3,3
g7575.col,3,3
g7576.col,3,3
g7577.col,3,3
g7578.col,3,3
g7579.col,4,4
g7580.col,4,4
g7581.col,4,4
g7582.col,4,4
g7583.col,4,4
g7584.col,4,4
g7585.col,4,4
g7586.col,4,4
g7587.col,4,4
g7588.col,4,4
g7589.col,6,6
g7590.col,4,4
g7591.col,4,4
g7592.col,4,4
g7593.col,4,4
g7594.col,4,4
g7595.col,4,4
g7596.col,4,4
g7597.col,4,4
g7598.col,4,4
g7599.col,2,2
g7600.col,2,2
g7601.col,2,2
g7602.col,2,2
g7603.col,2,2
g7604.col,2,2
g7605.col,2,2
g7606.col,2,2
g7607.col,2,2
g7608.col,2,2
g7609.col,2,2
g7610.col,2,2
g7611.col,2,2
g7612.col,2,2
g7613.col,2,2
g7614.col,2,2
g7615.col,2,2
g7616.col,2,2
g7617.col,2,2
g7618.col,2,2
g7619.col,2,2
g7620.col,2,2
g7621.col,2,2
g7622.col,2,2
g7623.col,2,2
g7624.col,2,2
g7625.col,3,3
g7626.col,3,3
g7627.col,3,3
g7628.col,2,2
g7629.col,2,2
g7630.col,3,3
g7631.col,3,3
g7632.col,3,3
g7633.col,3,3
g7634.col,3,3
g7635.col,3,3
g7636.col,3,3
g7637.col,3,3
g7638.col,3,3
g7639.col,3,3
g7640.col,3,3
g7641.col,3,3
g7642.col,3,3
g7643.col,3,3
g7644.col,3,3
g7645.col,3,3
g7646.col,3,3
g7647.col,3,3
g7648.col,3,3
g7649.col,3,3
g7650.col,3,3
g7651.col,3,3
g7652.col,3,3
g7653.col,3,3
g7654.col,3,3
g7655.col,3,3
g7656.col,3,3
g7657.col,3,3
g7658.col,3,3
g7659.col,3,3
g7660.col,3,3
g7661.col,3,3
g7662.col,3,3
g7663.col,3,3
g7664.col,3,3
g7665.col,3,3
g7666.col,3,3
g7667.col,3,3
g7668.col,3,3
g7669.col,4,4
g7670.col,4,4
g7671.col,4,4
g7672.col,4,4
g7673.col,3,3
g7674.col,3,3
g7675.col,4,4
g7676.col,4,4
g7677.col,3,3
g7678.col,3,3
g7679.col,4,4
g7680.col,4,4
g7681.col,5,5
g7682.col,4,4
g7683.col,5,5
g7684.col,4,4
g7685.col,4,4
g7686.col,4,4
g7687.col,4,4
g7688.col,4,4
g7689.col,5,5
g7690.col,4,4
g7691.col,4,4
g7692.col,4,4
g7693.col,4,4
g7694.col,5,5
g7695.col,5,5
g7696.col,4,4
g7697.col,4,4
g7698.col,4,4
g7699.col,9,9
g7700.col,9,9
g7701.col,9,9
g7702.col,10,10
g7703.col,10,10
g7704.col,9,9
g7705.col,9,9
g7706.col,9,9
g7707.col,9,9
g7708.col,9,9
g7709.col,9,9
g7710.col,9,9
g7711.col,9,9
g7712.col,9,9
g7713.col,9,9
g7714.col,9,9
g7715.col,9,9
g7716.col,9,9
g7717.col,9,9
g7718.col,9,9
g7719.col,73,73
g7720.col,72,72
g7721.col,71,71
g7722.col,72,72
g7723.col,71,71
g7724.col,71,71
g7725.col,71,71
g7726.col,71,71
g7727.col,71,71
g7728.col,71,71
g7729.col,73,73
g7730.col,72,72
g7731.col,72,72
g7732.col,73,73
g7733.col,73,73
g7734.col,72,72
g7735.col,72,72
g7736.col,72,72
g7737.col,72,72
g7738.col,72,72
g7739.col,48,48
g7740.col,48,48
g7741.col,48,48
g7742.col,48,48
g7743.col,48,48
g7744.col,48,48
g7745.col,48,48
g7746.col,48,48
g7747.col,48,48
g7748.col,48,48
g7749.col,48,48
g7750.col,48,48
g7751.col,48,48
g7752.col,48,48
g7753.col,48,48
g7754.col,48,48
g7755.col,48,48
g7756.col,48,48
g7757.col,48,48
g7758.col,48,48
g7759.col,37,37
g7760.col,36,36
g7761.col,37,37
g7762.col,36,36
g7763.col,37,37
g7764.col,37,37
g7765.col,37,37
g7766.col,37,37
g7767.col,36,36
g7768.col,37,37
g7769.col,36,36
g7770.col,37,37
g7771.col,37,37
g7772.col,37,37
g7773.col,36,36
g7774.col,37,37
g7775.col,36,36
g7776.col,37,37
g7777.col,36,36
g7778.col,36,36
g7779.col,32,32
g7780.col,32,32
g7781.col,33,33
g7782.col,33,33
g7783.col,33,33
g7784.col,33,33
g7785.col,33,33
g7786.col,33,33
g7787.col,33,33
g7788.col,33,33
g7789.col,33,33
g7790.col,33,33
g7791.col,33,33
g7792.col,33,33
g7793.col,33,33
g7794.col,33,33
g7795.col,33,33
g7796.col,33,33
g7797.col,33,33
g7798.col,33,33
g7799.col,2,2
g7800.col,2,2
g7801.col,2,2
g7802.col,2,2
g7803.col,2,2
g7804.col,2,2
g7805.col,2,2
g7806.col,2,2
g7807.col,2,2
g7808.col,2,2
g7809.col,2,2
g7810.col,2,2
g7811.col,2,2
g7812.col,2,2
g7813.col,2,2
g7814.col,2,2
g7815.col,2,2
g7816.col,2,2
g7817.col,2,2
g7818.col,2,2
g7819.col,2,2
g7820.col,2,2
g7821.col,2,2
g7822.col,2,2
g7823.col,2,2
g7824.col,2,2
g7825.col,3,3
g7826.col,3,3
g7827.col,2,2
g7828.col,2,2
g7829.col,2,2
g7830.col,2,2
g7831.col,2,2
g7832.col,2,2
g7833.col,2,2
g7834.col,2,2
g7835.col,2,2
g7836.col,2,2
g7837.col,2,2
g7838.col,2,2
g7839.col,2,2
g7840.col,2,2
g7841.col,2,2
g7842.col,2,2
g7843.col,3,3
g7844.col,3,3
g7845.col,4,4
g7846.col,3,3
g7847.col,3,3
g7848.col,2,2
g7849.col,3,3
g7850.col,2,2
g7851.col,2,2
g7852.col,2,2
g7853.col,4,4
g7854.col,3,3
g7855.col,3,3
g7856.col,3,3
g7857.col,3,3
g7858.col,3,3
g7859.col,2,2
g7860.col,2,2
g7861.col,2,2
g7862.col,2,2
g7863.col,2,2
g7864.col,2,2
g7865.col,2,2
g7866.col,2,2
g7867.col,2,2
g7868.col,2,2
g7869.col,2,2
g7870.col,2,2
g7871.col,2,2
g7872.col,2,2
g7873.col,2,2
g7874.col,2,2
g7875.col,2,2
g7876.col,2,2
g7877.col,2,2
g7878.col,2,2
g7879.col,2,2
g7880.col,2,2
g7881.col,2,2
g7882.col,2,2
g7883.col,2,2
g7884.col,2,2
g7885.col,2,2
g7886.col,3,3
g7887.col,2,2
g7888.col,2,2
g7889.col,2,2
g7890.col,2,2
g7891.col,2,2
g7892.col,2,2
g7893.col,3,3
g7894.col,3,3
g7895.col,3,3
g7896.col,3,3
g7897.col,2,2
g7898.col,2,2
g7899.col,2,2
g7900.col,2,2
g7901.col,2,2
g7902.col,2,2
g7903.col,2,2
g7904.col,2,2
g7905.col,2,2
g7906.col,2,2
g7907.col,2,2
g7908.col,2,2
g7909.col,2,2
g7910.col,2,2
g7911.col,2,2
g7912.col,2,2
g7913.col,2,2
g7914.col,2,2
g7915.col,2,2
g7916.col,2,2
g7917.col,2,2
g7918.col,2,2
g7919.col,2,2
g7920.col,2,2
g7921.col,2,2
g7922.col,2,2
g7923.col,2,2
g7924.col,2,2
g7925.col,2,2
g7926.col,2,2
g7927.col,2,2
g7928.col,2,2
g7929.col,2,2
g7930.col,2,2
g7931.col,2,2
g7932.col,2,2
g7933.col,2,2
g7934.col,2,2
g7935.col,2,2
g7936.col,2,2
g7937.col,2,2
g7938.col,2,2
g7939.col,2,2
g7940.col,2,2
g7941.col,2,2
g7942.col,2,2
g7943.col,2,2
g7944.col,2,2
g7945.col,2,2
g7946.col,2,2
g7947.col,2,2
g7948.col,2,2
g7949.col,2,2
g7950.col,2,2
g7951.col,2,2
g7952.col,2,2
g7953.col,2,2
g7954.col,2,2
g7955.col,2,2
g7956.col,2,2
g7957.col,2,2
g7958.col,2,2
g7959.col,3,3
g7960.col,3,3
g7961.col,3,3
g7962.col,3,3
g7963.col,3,3
g7964.col,3,3
g7965.col,3,3
g7966.col,3,3
g7967.col,3,3
g7968.col,3,3
g7969.col,3,3
g7970.col,3,3
g7971.col,3,3
g7972.col,3,3
g7973.col,3,3
g7974.col,3,3
g7975.col,3,3
g7976.col,3,3
g7977.col,3,3
g7978.col,3,3
g7979.col,3,3
g7980.col,3,3
g7981.col,3,3
g7982.col,3,3
g7983.col,3,3
g7984.col,3,3
g7985.col,3,3
g7986.col,3,3
g7987.col,3,3
g7988.col,3,3
g7989.col,3,3
g7990.col,3,3
g7991.col,3,3
g7992.col,3,3
g7993.col,3,3
g7994.col,3,3
g7995.col,3,3
g7996.col,3,3
g7997.col,3,3
g7998.col,3,3
g7999.col,4,4
g8000.col,4,4
g8001.col,4,4
g8002.col,4,4
g8003.col,4,4
g8004.col,4,4
g8005.col,4,4
g8006.col,4,4
g8007.col,4,4
g8008.col,4,4
g8009.col,4,4
g8010.col,4,4
g8011.col,4,4
g8012.col,4,4
g8013.col,4,4
g8014.col,4,4
g8015.col,4,4
g8016.col,4,4
g8017.col,4,4
g8018.col,4,4
g8019.col,6,7
g8020.col,6,7
g8021.col,5,5
g8022.col,5,5
g8023.col,5,5
g8024.col,5,5
g8025.col,5,5
g8026.col,5,5
g8027.col,5,5
g8028.col,5,5
g8029.col,5,5
g8030.col,5,5
g8031.col,5,5
g8032.col,5,5
g8033.col,5,5
g8034.col,5,5
g8035.col,5,5
g8036.col,5,5
g8037.col,5,5
g8038.col,5,5
g8039.col,5,5
g8040.col,5,5
g8041.col,5,5
g8042.col,5,5
g8043.col,5,5
g8044.col,5,5
g8045.col,5,5
g8046.col,5,5
g8047.col,5,5
g8048.col,5,5
g8049.col,5,5
g8050.col,5,5
g8051.col,5,5
g8052.col,5,5
g8053.col,5,5
g8054.col,5,5
g8055.col,5,5
g8056.col,5,5
g8057.col,5,5
g8058.col,5,5
g8059.col,2,2
g8060.col,2,2
g8061.col,2,2
g8062.col,2,2
g8063.col,2,2
g8064.col,2,2
g8065.col,2,2
g8066.col,2,2
g8067.col,2,2
g8068.col,2,2
g8069.col,2,2
g8070.col,2,2
g8071.col,2,2
g8072.col,2,2
g8073.col,2,2
g8074.col,2,2
g8075.col,2,2
g8076.col,2,2
g8077.col,2,2
g8078.col,2,2
g8079.col,2,2
g8080.col,2,2
g8081.col,2,2
g8082.col,2,2
g8083.col,2,2
g8084.col,2,2
g8085.col,2,2
g8086.col,2,2
g8087.col,2,2
g8088.col,2,2
g8089.col,2,2
g8090.col,2,2
g8091.col,2,2
g8092.col,2,2
g8093.col,2,2
g8094.col,2,2
g8095.col,2,2
g8096.col,2,2
g8097.col,2,2
g8098.col,3,3
g8099.col,2,2
g8100.col,2,2
g8101.col,2,2
g8102.col,2,2
g8103.col,2,2
g8104.col,2,2
g8105.col,2,2
g8106.col,3,3
g8107.col,3,3
g8108.col,2,2
g8109.col,2,2
g8110.col,2,2
g8111.col,2,2
g8112.col,2,2
g8113.col,2,2
g8114.col,2,2
g8115.col,2,2
g8116.col,3,3
g8117.col,3,3
g8118.col,3,3
g8119.col,2,2
g8120.col,2,2
g8121.col,2,2
g8122.col,2,2
g8123.col,2,2
g8124.col,2,2
g8125.col,2,2
g8126.col,2,2
g8127.col,2,2
g8128.col,2,2
g8129.col,2,2
g8130.col,2,2
g8131.col,2,2
g8132.col,2,2
g8133.col,2,2
g8134.col,2,2
g8135.col,3,3
g8136.col,3,3
g8137.col,2,2
g8138.col,2,2
g8139.col,2,2
g8140.col,2,2
g8141.col,2,2
g8142.col,2,2
g8143.col,2,2
g8144.col,2,2
g8145.col,2,2
g8146.col,2,2
g8147.col,2,2
g8148.col,2,2
g8149.col,2,2
g8150.col,2,2
g8151.col,2,2
g8152.col,2,2
g8153.col,2,2
g8154.col,2,2
g8155.col,2,2
g8156.col,2,2
g8157.col,2,2
g8158.col,2,2
g8159.col,6,7
g8160.col,6,7
g8161.col,6,7
g8162.col,6,7
g8163.col,6,7
g8164.col,6,6
g8165.col,6,7
g8166.col,6,7
g8167.col,6,7
g8168.col,6,7
g8169.col,6,7
g8170.col,6,7
g8171.col,6,7
g8172.col,6,7
g8173.col,6,7
g8174.col,6,7
g8175.col,6,7
g8176.col,6,7
g8177.col,6,7
g8178.col,6,7
g8179.col,9,10
g8180.col,9,10
g8181.col,9,10
g8182.col,9,10
g8183.col,9,10
g8184.col,9,10
g8185.col,9,10
g8186.col,9,10
g8187.col,9,10
g8188.col,9,10
g8189.col,9,10
g8190.col,9,10
g8191.col,0,0
g8192.col,9,10
g8193.col,9,10
g8194.col,9,10
g8195.col,9,10
g8196.col,9,10
g8197.col,9,10
g8198.col,9,10
g8199.col,16,16
g8200.col,16,16
g8201.col,16,16
g8202.col,16,16
g8203.col,16,16
g8204.col,16,16
g8205.col,16,16
g8206.col,16,16
g8207.col,16,16
g8208.col,16,16
g8209.col,16,16
g8210.col,16,16
g8211.col,16,16
g8212.col,16,16
g8213.col,16,16
g8214.col,16,16
g8215.col,16,16
g8216.col,16,16
g8217.col,16,16
g8218.col,16,16
g8219.col,13,14
g8220.col,13,14
g8221.col,13,14
g8222.col,13,14
g8223.col,13,13
g8224.col,13,14
g8225.col,13,13
g8226.col,12,14
g8227.col,13,14
g8228.col,13,14
g8229.col,13,14
g8230.col,13,14
g8231.col,13,14
g8232.col,13,14
g8233.col,13,14
g8234.col,13,14
g8235.col,13,14
g8236.col,13,14
g8237.col,13,14
g8238.col,13,14
g8239.col,22,22
g8240.col,22,22
g8241.col,22,22
g8242.col,22,22
g8243.col,22,22
g8244.col,22,22
g8245.col,22,22
g8246.col,22,22
g8247.col,22,22
g8248.col,22,22
g8249.col,22,22
g8250.col,22,22
g8251.col,22,22
g8252.col,22,22
g8253.col,22,22
g8254.col,22,22
g8255.col,22,22
g8256.col,22,22
g8257.col,22,22
g8258.col,22,22
g8259.col,28,28
g8260.col,28,28
g8261.col,28,28
g8262.col,28,28
g8263.col,28,28
g8264.col,28,28
g8265.col,28,28
g8266.col,28,28
g8267.col,28,28
g8268.col,28,28
g8269.col,28,28
g8270.col,28,28
g8271.col,28,28
g8272.col,28,28
g8273.col,28,28
g8274.col,28,28
g8275.col,28,28
g8276.col,28,28
g8277.col,28,28
g8278.col,28,28
games120,9,9
grid9x8,2,2
grid9x9,2,2
homer,13,13
huck,11,11
icosahedron,4,4
inithx.i.1,54,54
inithx.i.2,31,31
inithx.i.3,31,31
Ising32x8,2,2
ising32x8_torus,2,2
jean,10,10
latin_square_10,90,97
le450_15a,15,15
le450_15b,15,15
le450_15c,15,15
le450_15d,15,15
le450_25a,25,25
le450_25b,25,25
le450_25c,25,25
le450_25d,25,25
le450_5a,5,5
le450_5b,5,5
le450_5c,5,5
le450_5d,5,5
miles1000,42,42
miles1500,73,73
miles250,8,8
miles500,20,20
miles750,31,31
mug100_1,4,4
