instance,nodes,edges,density,min_deg,max_deg,components,components_complement,source,algebraic_connectivity,energy,matilda_maxis,matilda_dsatur,lb,ub
g2721.col,100.0,1067.0,0.215556,0.0,76.0,10.0,1.0,matilda,0.0,0.81232,2.0,2.0,2,2
g2722.col,100.0,1091.0,0.220404,0.0,55.0,21.0,1.0,matilda,0.0,0.82202,2.0,2.0,2,2
g2723.col,100.0,1244.0,0.251313,0.0,53.0,20.0,1.0,matilda,0.0,0.83693,2.0,2.0,2,2
g2724.col,100.0,1085.0,0.219192,0.0,54.0,21.0,1.0,matilda,0.0,0.82265,2.0,2.0,2,2
g2725.col,100.0,1095.0,0.221212,0.0,56.0,20.0,1.0,matilda,0.0,0.83104,2.0,2.0,2,2
g2726.col,100.0,1086.0,0.219394,0.0,54.0,21.0,1.0,matilda,0.0,0.83007,2.0,2.0,2,2
g2727.col,100.0,1093.0,0.220808,0.0,55.0,20.0,1.0,matilda,0.0,0.83366,2.0,2.0,2,2
g2728.col,100.0,1093.0,0.220808,0.0,55.0,20.0,1.0,matilda,0.0,0.83366,2.0,2.0,2,2
g2729.col,100.0,1089.0,0.22,0.0,55.0,21.0,1.0,matilda,0.0,0.83365,2.0,2.0,2,2
g2730.col,100.0,1089.0,0.22,0.0,55.0,21.0,1.0,matilda,0.0,0.83365,2.0,2.0,2,2
g2731.col,100.0,1096.0,0.221414,0.0,56.0,20.0,1.0,matilda,0.0,0.83613,2.0,2.0,2,2
g2732.col,100.0,1096.0,0.221414,0.0,56.0,20.0,1.0,matilda,0.0,0.83613,2.0,2.0,2,2
g2733.col,100.0,1096.0,0.221414,0.0,56.0,19.0,1.0,matilda,0.0,0.83859,2.0,2.0,2,2
g2734.col,100.0,1120.0,0.226263,0.0,57.0,19.0,1.0,matilda,0.0,0.84347,2.0,2.0,2,2
g2735.col,100.0,1095.0,0.221212,0.0,55.0,20.0,1.0,matilda,0.0,0.84037,2.0,2.0,2,2
g2736.col,100.0,1093.0,0.220808,0.0,56.0,20.0,1.0,matilda,0.0,0.84029,2.0,2.0,2,2
g2737.col,100.0,1092.0,0.220606,0.0,55.0,20.0,1.0,matilda,0.0,0.84035,2.0,2.0,2,2
g2738.col,100.0,1098.0,0.221818,0.0,56.0,20.0,1.0,matilda,0.0,0.8423,2.0,2.0,2,2
g2739.col,100.0,1098.0,0.221818,0.0,56.0,20.0,1.0,matilda,0.0,0.8423,2.0,2.0,2,2
g2740.col,100.0,1088.0,0.219798,0.0,54.0,20.0,1.0,matilda,0.0,0.84128,2.0,2.0,2,2
g2741.col,100.0,1095.0,0.221212,0.0,56.0,20.0,1.0,matilda,0.0,0.84283,2.0,2.0,2,2
g2742.col,100.0,1091.0,0.220404,0.0,55.0,21.0,1.0,matilda,0.0,0.84246,2.0,2.0,2,2
g2743.col,100.0,1091.0,0.220404,0.0,55.0,21.0,1.0,matilda,0.0,0.84246,2.0,2.0,2,2
g2744.col,100.0,1092.0,0.220606,0.0,55.0,19.0,1.0,matilda,0.0,0.84273,3.0,2.0,2,2
g2745.col,100.0,1098.0,0.221818,0.0,56.0,19.0,1.0,matilda,0.0,0.84543,2.0,2.0,2,2
g2746.col,100.0,1122.0,0.226667,0.0,57.0,19.0,1.0,matilda,0.0,0.84964,2.0,2.0,2,2
g2747.col,100.0,1100.0,0.222222,0.0,56.0,20.0,1.0,matilda,0.0,0.84679,2.0,2.0,2,2
g2748.col,100.0,1100.0,0.222222,0.0,56.0,20.0,1.0,matilda,0.0,0.84679,2.0,2.0,2,2
g2749.col,100.0,1091.0,0.220404,0.0,55.0,20.0,1.0,matilda,0.0,0.84532,2.0,2.0,2,2
g2750.col,100.0,1101.0,0.222424,0.0,57.0,19.0,1.0,matilda,0.0,0.84736,2.0,2.0,2,2
g2751.col,100.0,1101.0,0.222424,0.0,57.0,19.0,1.0,matilda,0.0,0.84736,2.0,2.0,2,2
g2752.col,100.0,1091.0,0.220404,0.0,55.0,19.0,1.0,matilda,0.0,0.84661,2.0,2.0,2,2
g2753.col,100.0,1094.0,0.22101,0.0,56.0,20.0,1.0,matilda,0.0,0.84784,2.0,2.0,2,2
g2754.col,100.0,1097.0,0.221616,0.0,56.0,20.0,1.0,matilda,0.0,0.84899,2.0,2.0,2,2
g2755.col,100.0,1097.0,0.221616,0.0,56.0,20.0,1.0,matilda,0.0,0.84899,2.0,2.0,2,2
g2756.col,100.0,1102.0,0.222626,0.0,56.0,20.0,1.0,matilda,0.0,0.85007,2.0,2.0,2,2
g2757.col,100.0,1101.0,0.222424,0.0,57.0,18.0,1.0,matilda,0.0,0.85027,2.0,2.0,2,2
g2758.col,100.0,1115.0,0.225253,0.0,56.0,19.0,1.0,matilda,0.0,0.85266,2.0,2.0,2,2
g2759.col,100.0,1115.0,0.225253,0.0,56.0,19.0,1.0,matilda,0.0,0.85266,2.0,2.0,2,2
g2760.col,100.0,1100.0,0.222222,0.0,56.0,19.0,1.0,matilda,0.0,0.85053,2.0,2.0,2,2
g2761.col,100.0,1100.0,0.222222,0.0,56.0,19.0,1.0,matilda,0.0,0.85053,2.0,2.0,2,2
g2762.col,100.0,1100.0,0.222222,0.0,56.0,19.0,1.0,matilda,0.0,0.85053,2.0,2.0,2,2
g2763.col,100.0,1097.0,0.221616,0.0,56.0,20.0,1.0,matilda,0.0,0.85032,2.0,2.0,2,2
g2764.col,100.0,1097.0,0.221616,0.0,56.0,20.0,1.0,matilda,0.0,0.85032,2.0,2.0,2,2
g2765.col,100.0,1090.0,0.220202,0.0,55.0,21.0,1.0,matilda,0.0,0.84916,2.0,2.0,2,2
g2766.col,100.0,1104.0,0.22303,0.0,58.0,18.0,1.0,matilda,0.0,0.85219,2.0,2.0,2,2
g2767.col,100.0,1090.0,0.220202,0.0,55.0,20.0,1.0,matilda,0.0,0.85004,2.0,2.0,2,2
g2768.col,100.0,1090.0,0.220202,0.0,55.0,20.0,1.0,matilda,0.0,0.85004,2.0,2.0,2,2
g2769.col,100.0,1035.0,0.209091,0.0,44.0,32.0,1.0,matilda,0.0,0.71328,2.0,2.0,2,2
g2770.col,100.0,1034.0,0.208889,0.0,44.0,32.0,1.0,matilda,0.0,0.7193,2.0,2.0,2,2
g2771.col,100.0,1034.0,0.208889,0.0,44.0,32.0,1.0,matilda,0.0,0.72007,2.0,2.0,2,2
g2772.col,100.0,1036.0,0.209293,0.0,45.0,32.0,1.0,matilda,0.0,0.71601,2.0,2.0,2,2
g2773.col,100.0,1036.0,0.209293,0.0,44.0,32.0,1.0,matilda,0.0,0.71744,2.0,2.0,2,2
g2774.col,100.0,1036.0,0.209293,0.0,45.0,32.0,1.0,matilda,0.0,0.71996,2.0,2.0,2,2
g2775.col,100.0,1035.0,0.209091,0.0,45.0,32.0,1.0,matilda,0.0,0.72216,2.0,2.0,2,2
g2776.col,100.0,1035.0,0.209091,0.0,45.0,32.0,1.0,matilda,0.0,0.72279,2.0,2.0,2,2
g2777.col,100.0,1037.0,0.209495,0.0,45.0,32.0,1.0,matilda,0.0,0.71972,2.0,2.0,2,2
g2778.col,100.0,1035.0,0.209091,0.0,44.0,32.0,1.0,matilda,0.0,0.72419,2.0,2.0,2,2
g2779.col,100.0,1035.0,0.209091,0.0,45.0,32.0,1.0,matilda,0.0,0.72571,2.0,2.0,2,2
g2780.col,100.0,1035.0,0.209091,0.0,45.0,32.0,1.0,matilda,0.0,0.72675,2.0,2.0,2,2
g2781.col,100.0,1036.0,0.209293,0.0,45.0,32.0,1.0,matilda,0.0,0.72617,2.0,2.0,2,2
g2782.col,100.0,1036.0,0.209293,0.0,45.0,32.0,1.0,matilda,0.0,0.72646,2.0,2.0,2,2
g2783.col,100.0,1038.0,0.209697,0.0,45.0,32.0,1.0,matilda,0.0,0.72525,2.0,2.0,2,2
g2784.col,100.0,1038.0,0.209697,0.0,45.0,31.0,1.0,matilda,0.0,0.72679,2.0,2.0,2,2
g2785.col,100.0,1038.0,0.209697,0.0,45.0,31.0,1.0,matilda,0.0,0.72679,2.0,2.0,2,2
g2786.col,100.0,1036.0,0.209293,0.0,45.0,31.0,1.0,matilda,0.0,0.7308,2.0,2.0,2,2
g2787.col,100.0,1036.0,0.209293,0.0,44.0,31.0,1.0,matilda,0.0,0.73281,2.0,2.0,2,2
g2788.col,100.0,1035.0,0.209091,0.0,44.0,31.0,1.0,matilda,0.0,0.73428,2.0,2.0,2,2
g2789.col,100.0,1037.0,0.209495,0.0,45.0,31.0,1.0,matilda,0.0,0.7327,2.0,2.0,2,2
g2790.col,100.0,1041.0,0.210303,0.0,45.0,32.0,1.0,matilda,0.0,0.72855,2.0,2.0,2,2
g2791.col,100.0,1037.0,0.209495,0.0,45.0,31.0,1.0,matilda,0.0,0.73357,2.0,2.0,2,2
g2792.col,100.0,1037.0,0.209495,0.0,45.0,31.0,1.0,matilda,0.0,0.7337,2.0,2.0,2,2
g2793.col,100.0,1039.0,0.209899,0.0,45.0,31.0,1.0,matilda,0.0,0.73192,2.0,2.0,2,2
g2794.col,100.0,1039.0,0.209899,0.0,46.0,31.0,1.0,matilda,0.0,0.73334,2.0,2.0,2,2
g2795.col,100.0,1037.0,0.209495,0.0,45.0,31.0,1.0,matilda,0.0,0.73554,2.0,2.0,2,2
g2796.col,100.0,1035.0,0.209091,0.0,45.0,31.0,1.0,matilda,0.0,0.73759,2.0,2.0,2,2
g2797.col,100.0,1036.0,0.209293,0.0,45.0,31.0,1.0,matilda,0.0,0.73723,2.0,2.0,2,2
g2798.col,100.0,1037.0,0.209495,0.0,45.0,31.0,1.0,matilda,0.0,0.73706,2.0,2.0,2,2
g2799.col,100.0,1035.0,0.209091,0.0,44.0,31.0,1.0,matilda,0.0,0.73958,2.0,2.0,2,2
g2800.col,100.0,1037.0,0.209495,0.0,45.0,31.0,1.0,matilda,0.0,0.73826,2.0,2.0,2,2
g2801.col,100.0,1038.0,0.209697,0.0,45.0,31.0,1.0,matilda,0.0,0.73792,2.0,2.0,2,2
g2802.col,100.0,1037.0,0.209495,0.0,45.0,31.0,1.0,matilda,0.0,0.73949,2.0,2.0,2,2
g2803.col,100.0,1037.0,0.209495,0.0,45.0,31.0,1.0,matilda,0.0,0.73949,2.0,2.0,2,2
g2804.col,100.0,1036.0,0.209293,0.0,45.0,31.0,1.0,matilda,0.0,0.74047,2.0,2.0,2,2
g2805.col,100.0,1038.0,0.209697,0.0,45.0,31.0,1.0,matilda,0.0,0.73922,2.0,2.0,2,2
g2806.col,100.0,1038.0,0.209697,0.0,45.0,31.0,1.0,matilda,0.0,0.73922,2.0,2.0,2,2
g2807.col,100.0,1048.0,0.211717,0.0,45.0,32.0,1.0,matilda,0.0,0.72984,2.0,2.0,2,2
g2808.col,100.0,1049.0,0.211919,0.0,45.0,32.0,1.0,matilda,0.0,0.72865,2.0,2.0,2,2
g2809.col,100.0,1042.0,0.210505,0.0,46.0,31.0,1.0,matilda,0.0,0.73636,2.0,2.0,2,2
g2810.col,100.0,1036.0,0.209293,0.0,45.0,31.0,1.0,matilda,0.0,0.74169,2.0,2.0,2,2
g2811.col,100.0,1037.0,0.209495,0.0,45.0,30.0,1.0,matilda,0.0,0.74091,3.0,2.0,2,2
g2812.col,100.0,1039.0,0.209899,0.0,47.0,31.0,1.0,matilda,0.0,0.73968,3.0,3.0,3,3
g2813.col,100.0,1037.0,0.209495,0.0,45.0,31.0,1.0,matilda,0.0,0.74153,2.0,2.0,2,2
g2814.col,100.0,1040.0,0.210101,0.0,47.0,31.0,1.0,matilda,0.0,0.74007,3.0,3.0,3,3
g2815.col,100.0,1039.0,0.209899,0.0,45.0,31.0,1.0,matilda,0.0,0.74142,2.0,2.0,2,2
g2816.col,100.0,1039.0,0.209899,0.0,45.0,31.0,1.0,matilda,0.0,0.74142,2.0,2.0,2,2
g2817.col,100.0,1036.0,0.209293,0.0,45.0,31.0,1.0,matilda,0.0,0.74385,2.0,2.0,2,2
g2818.col,100.0,1045.0,0.211111,0.0,45.0,32.0,1.0,matilda,0.0,0.73758,2.0,2.0,2,2
g2819.col,100.0,584.0,0.11798,0.0,30.0,45.0,1.0,matilda,0.0,0.68598,2.0,2.0,2,2
g2820.col,100.0,583.0,0.117778,0.0,29.0,47.0,1.0,matilda,0.0,0.68697,2.0,2.0,2,2
g2821.col,100.0,583.0,0.117778,0.0,29.0,47.0,1.0,matilda,0.0,0.68697,2.0,2.0,2,2
g2822.col,100.0,584.0,0.11798,0.0,29.0,48.0,1.0,matilda,0.0,0.6858,2.0,2.0,2,2
g2823.col,100.0,585.0,0.118182,0.0,29.0,48.0,1.0,matilda,0.0,0.68648,2.0,2.0,2,2
g2824.col,100.0,585.0,0.118182,0.0,27.0,47.0,1.0,matilda,0.0,0.68741,3.0,3.0,3,3
g2825.col,100.0,585.0,0.118182,0.0,29.0,48.0,1.0,matilda,0.0,0.68502,2.0,2.0,2,2
g2826.col,100.0,580.0,0.117172,0.0,29.0,48.0,1.0,matilda,0.0,0.68679,2.0,2.0,2,2
g2827.col,100.0,580.0,0.117172,0.0,29.0,48.0,1.0,matilda,0.0,0.68653,2.0,2.0,2,2
g2828.col,100.0,585.0,0.118182,0.0,29.0,48.0,1.0,matilda,0.0,0.68473,2.0,2.0,2,2
g2829.col,100.0,580.0,0.117172,0.0,31.0,46.0,1.0,matilda,0.0,0.68717,2.0,2.0,2,2
g2830.col,100.0,582.0,0.117576,0.0,29.0,48.0,1.0,matilda,0.0,0.68471,2.0,2.0,2,2
g2831.col,100.0,581.0,0.117374,0.0,29.0,48.0,1.0,matilda,0.0,0.68508,2.0,2.0,2,2
g2832.col,100.0,581.0,0.117374,0.0,29.0,47.0,1.0,matilda,0.0,0.68814,2.0,2.0,2,2
g2833.col,100.0,586.0,0.118384,0.0,28.0,47.0,1.0,matilda,0.0,0.68478,2.0,2.0,2,2
g2834.col,100.0,587.0,0.118586,0.0,29.0,47.0,1.0,matilda,0.0,0.68661,2.0,2.0,2,2
g2835.col,100.0,584.0,0.11798,0.0,29.0,48.0,1.0,matilda,0.0,0.68849,2.0,2.0,2,2
g2836.col,100.0,586.0,0.118384,0.0,29.0,48.0,1.0,matilda,0.0,0.68456,2.0,2.0,2,2
g2837.col,100.0,584.0,0.11798,0.0,29.0,48.0,1.0,matilda,0.0,0.6841,2.0,2.0,2,2
g2838.col,100.0,587.0,0.118586,0.0,29.0,48.0,1.0,matilda,0.0,0.68721,2.0,2.0,2,2
g2839.col,100.0,585.0,0.118182,0.0,29.0,48.0,1.0,matilda,0.0,0.68407,2.0,2.0,2,2
g2840.col,100.0,587.0,0.118586,0.0,29.0,47.0,1.0,matilda,0.0,0.68453,2.0,2.0,2,2
g2841.col,100.0,588.0,0.118788,0.0,29.0,46.0,1.0,matilda,0.0,0.68581,2.0,2.0,2,2
g2842.col,100.0,586.0,0.118384,0.0,29.0,48.0,1.0,matilda,0.0,0.68406,2.0,2.0,2,2
g2843.col,100.0,579.0,0.11697,0.0,29.0,48.0,1.0,matilda,0.0,0.68551,2.0,2.0,2,2
g2844.col,100.0,579.0,0.11697,0.0,29.0,48.0,1.0,matilda,0.0,0.68551,2.0,2.0,2,2
g2845.col,100.0,579.0,0.11697,0.0,29.0,47.0,1.0,matilda,0.0,0.68545,2.0,2.0,2,2
g2846.col,100.0,585.0,0.118182,0.0,29.0,48.0,1.0,matilda,0.0,0.68372,2.0,2.0,2,2
g2847.col,100.0,584.0,0.11798,0.0,29.0,48.0,1.0,matilda,0.0,0.68904,2.0,2.0,2,2
g2848.col,100.0,581.0,0.117374,0.0,29.0,47.0,1.0,matilda,0.0,0.68409,2.0,2.0,2,2
g2849.col,100.0,588.0,0.118788,0.0,29.0,48.0,1.0,matilda,0.0,0.6872,2.0,2.0,2,2
g2850.col,100.0,578.0,0.116768,0.0,29.0,48.0,1.0,matilda,0.0,0.68722,2.0,2.0,2,2
g2851.col,100.0,582.0,0.117576,0.0,29.0,48.0,1.0,matilda,0.0,0.68365,2.0,2.0,2,2
g2852.col,100.0,580.0,0.117172,0.0,29.0,48.0,1.0,matilda,0.0,0.68901,2.0,2.0,2,2
g2853.col,100.0,578.0,0.116768,0.0,29.0,45.0,1.0,matilda,0.0,0.68595,2.0,2.0,2,2
g2854.col,100.0,579.0,0.11697,0.0,29.0,47.0,1.0,matilda,0.0,0.68468,2.0,2.0,2,2
g2855.col,100.0,578.0,0.116768,0.0,29.0,48.0,1.0,matilda,0.0,0.68804,3.0,3.0,3,3
g2856.col,100.0,578.0,0.116768,0.0,29.0,45.0,1.0,matilda,0.0,0.68806,2.0,2.0,2,2
g2857.col,100.0,589.0,0.11899,0.0,29.0,48.0,1.0,matilda,0.0,0.68642,2.0,2.0,2,2
g2858.col,100.0,586.0,0.118384,0.0,29.0,48.0,1.0,matilda,0.0,0.68329,2.0,2.0,2,2
g2859.col,100.0,587.0,0.118586,0.0,29.0,46.0,1.0,matilda,0.0,0.68866,2.0,2.0,2,2
g2860.col,100.0,586.0,0.118384,0.0,30.0,46.0,1.0,matilda,0.0,0.68915,2.0,2.0,2,2
g2861.col,100.0,584.0,0.11798,0.0,29.0,48.0,1.0,matilda,0.0,0.68966,2.0,2.0,2,2
g2862.col,100.0,578.0,0.116768,0.0,29.0,48.0,1.0,matilda,0.0,0.68868,2.0,2.0,2,2
g2863.col,100.0,577.0,0.116566,0.0,29.0,47.0,1.0,matilda,0.0,0.68686,2.0,2.0,2,2
g2864.col,100.0,577.0,0.116566,0.0,29.0,47.0,1.0,matilda,0.0,0.68686,2.0,2.0,2,2
g2865.col,100.0,577.0,0.116566,0.0,29.0,47.0,1.0,matilda,0.0,0.68686,2.0,2.0,2,2
g2866.col,100.0,577.0,0.116566,0.0,29.0,48.0,1.0,matilda,0.0,0.68697,2.0,2.0,2,2
g2867.col,100.0,577.0,0.116566,0.0,29.0,48.0,1.0,matilda,0.0,0.68627,2.0,2.0,2,2
g2868.col,100.0,580.0,0.117172,0.0,29.0,48.0,1.0,matilda,0.0,0.68367,2.0,2.0,2,2
g2869.col,100.0,353.0,0.071313,0.0,32.0,38.0,1.0,matilda,0.0,0.65793,4.0,2.0,2,2
g2870.col,100.0,353.0,0.071313,0.0,32.0,38.0,1.0,matilda,0.0,0.65793,4.0,2.0,2,2
g2871.col,100.0,353.0,0.071313,0.0,33.0,42.0,1.0,matilda,0.0,0.65786,4.0,2.0,2,2
g2872.col,100.0,353.0,0.071313,0.0,32.0,40.0,1.0,matilda,0.0,0.65777,4.0,2.0,2,2
g2873.col,100.0,353.0,0.071313,0.0,32.0,40.0,1.0,matilda,0.0,0.65777,4.0,2.0,2,2
g2874.col,100.0,353.0,0.071313,0.0,32.0,42.0,1.0,matilda,0.0,0.65834,4.0,2.0,2,2
g2875.col,100.0,353.0,0.071313,0.0,32.0,38.0,1.0,matilda,0.0,0.65775,100.0,2.0,2,2
g2876.col,100.0,353.0,0.071313,0.0,32.0,39.0,1.0,matilda,0.0,0.65767,4.0,2.0,2,2
g2877.col,100.0,353.0,0.071313,0.0,32.0,39.0,1.0,matilda,0.0,0.65767,4.0,2.0,2,2
g2878.col,100.0,353.0,0.071313,0.0,32.0,40.0,1.0,matilda,0.0,0.65761,4.0,2.0,2,2
g2879.col,100.0,353.0,0.071313,0.0,32.0,40.0,1.0,matilda,0.0,0.65761,4.0,2.0,2,2
g2880.col,100.0,352.0,0.071111,0.0,32.0,38.0,1.0,matilda,0.0,0.65807,100.0,2.0,2,2
g2881.col,100.0,352.0,0.071111,0.0,32.0,38.0,1.0,matilda,0.0,0.65805,4.0,2.0,2,2
g2882.col,100.0,352.0,0.071111,0.0,32.0,40.0,1.0,matilda,0.0,0.6583,4.0,2.0,2,2
g2883.col,100.0,352.0,0.071111,0.0,32.0,40.0,1.0,matilda,0.0,0.6583,4.0,2.0,2,2
g2884.col,100.0,352.0,0.071111,0.0,32.0,41.0,1.0,matilda,0.0,0.65832,4.0,2.0,2,2
g2885.col,100.0,352.0,0.071111,0.0,32.0,38.0,1.0,matilda,0.0,0.65839,4.0,2.0,2,2
g2886.col,100.0,353.0,0.071313,0.0,32.0,39.0,1.0,matilda,0.0,0.65735,4.0,2.0,2,2
g2887.col,100.0,352.0,0.071111,0.0,32.0,38.0,1.0,matilda,0.0,0.65777,4.0,2.0,2,2
g2888.col,100.0,354.0,0.071515,0.0,32.0,39.0,1.0,matilda,0.0,0.65797,4.0,2.0,2,2
g2889.col,100.0,354.0,0.071515,0.0,32.0,39.0,1.0,matilda,0.0,0.65788,4.0,2.0,2,2
g2890.col,100.0,353.0,0.071313,0.0,32.0,38.0,1.0,matilda,0.0,0.65729,100.0,2.0,2,2
g2891.col,100.0,352.0,0.071111,0.0,32.0,41.0,1.0,matilda,0.0,0.65767,4.0,2.0,2,2
g2892.col,100.0,352.0,0.071111,0.0,32.0,41.0,1.0,matilda,0.0,0.65767,4.0,2.0,2,2
g2893.col,100.0,352.0,0.071111,0.0,32.0,40.0,1.0,matilda,0.0,0.65871,4.0,2.0,2,2
g2894.col,100.0,352.0,0.071111,0.0,32.0,38.0,1.0,matilda,0.0,0.65873,4.0,2.0,2,2
g2895.col,100.0,354.0,0.071515,0.0,32.0,44.0,1.0,matilda,0.0,0.65753,4.0,2.0,2,2
g2896.col,100.0,352.0,0.071111,0.0,32.0,39.0,1.0,matilda,0.0,0.65882,4.0,2.0,2,2
g2897.col,100.0,352.0,0.071111,0.0,32.0,39.0,1.0,matilda,0.0,0.65882,4.0,2.0,2,2
g2898.col,100.0,352.0,0.071111,0.0,32.0,39.0,1.0,matilda,0.0,0.65882,4.0,2.0,2,2
g2899.col,100.0,353.0,0.071313,0.0,32.0,40.0,1.0,matilda,0.0,0.65711,4.0,2.0,2,2
g2900.col,100.0,353.0,0.071313,0.0,30.0,45.0,1.0,matilda,0.0,0.659,4.0,2.0,2,2
g2901.col,100.0,354.0,0.071515,0.0,32.0,39.0,1.0,matilda,0.0,0.65723,4.0,2.0,2,2
g2902.col,100.0,354.0,0.071515,0.0,32.0,39.0,1.0,matilda,0.0,0.65723,4.0,2.0,2,2
g2903.col,100.0,352.0,0.071111,0.0,32.0,39.0,1.0,matilda,0.0,0.65902,4.0,2.0,2,2
g2904.col,100.0,352.0,0.071111,0.0,32.0,38.0,1.0,matilda,0.0,0.65724,4.0,2.0,2,2
g2905.col,100.0,352.0,0.071111,0.0,32.0,38.0,1.0,matilda,0.0,0.65724,4.0,2.0,2,2
g2906.col,100.0,352.0,0.071111,0.0,32.0,38.0,1.0,matilda,0.0,0.65724,4.0,2.0,2,2
g2907.col,100.0,352.0,0.071111,0.0,32.0,38.0,1.0,matilda,0.0,0.65724,4.0,2.0,2,2
g2908.col,100.0,354.0,0.071515,0.0,32.0,41.0,1.0,matilda,0.0,0.65714,4.0,2.0,2,2
g2909.col,100.0,354.0,0.071515,0.0,32.0,45.0,1.0,matilda,0.0,0.6571,4.0,2.0,2,2
g2910.col,100.0,354.0,0.071515,0.0,33.0,39.0,1.0,matilda,0.0,0.65709,100.0,2.0,2,2
g2911.col,100.0,354.0,0.071515,0.0,29.0,41.0,1.0,matilda,0.0,0.65704,3.0,2.0,2,2
g2912.col,100.0,354.0,0.071515,0.0,33.0,38.0,1.0,matilda,0.0,0.6589,100.0,2.0,2,2
g2913.col,100.0,354.0,0.071515,0.0,32.0,40.0,1.0,matilda,0.0,0.65892,4.0,2.0,2,2
g2914.col,100.0,352.0,0.071111,0.0,32.0,41.0,1.0,matilda,0.0,0.65707,4.0,2.0,2,2
g2915.col,100.0,351.0,0.070909,0.0,32.0,38.0,1.0,matilda,0.0,0.65818,4.0,2.0,2,2
g2916.col,100.0,351.0,0.070909,0.0,32.0,37.0,1.0,matilda,0.0,0.65818,4.0,2.0,2,2
g2917.col,100.0,351.0,0.070909,0.0,32.0,38.0,1.0,matilda,0.0,0.65817,4.0,2.0,2,2
g2918.col,100.0,351.0,0.070909,0.0,32.0,38.0,1.0,matilda,0.0,0.65817,4.0,2.0,2,2
g2919.col,100.0,172.0,0.034747,0.0,18.0,53.0,1.0,matilda,0.0,0.62998,2.0,2.0,2,2
g2920.col,100.0,172.0,0.034747,0.0,20.0,50.0,1.0,matilda,0.0,0.62973,4.0,3.0,3,3
g2921.col,100.0,172.0,0.034747,0.0,17.0,53.0,1.0,matilda,0.0,0.63075,3.0,3.0,3,3
g2922.col,100.0,171.0,0.034545,0.0,20.0,50.0,1.0,matilda,0.0,0.63037,4.0,3.0,3,3
g2923.col,100.0,171.0,0.034545,0.0,22.0,50.0,1.0,matilda,0.0,0.6305,4.0,3.0,3,3
g2924.col,100.0,171.0,0.034545,0.0,19.0,53.0,1.0,matilda,0.0,0.63058,100.0,3.0,3,3
g2925.col,100.0,171.0,0.034545,0.0,19.0,52.0,1.0,matilda,0.0,0.63058,100.0,3.0,3,3
g2926.col,100.0,171.0,0.034545,0.0,19.0,52.0,1.0,matilda,0.0,0.63058,100.0,3.0,3,3
g2927.col,100.0,171.0,0.034545,0.0,16.0,52.0,1.0,matilda,0.0,0.6307,100.0,3.0,3,3
g2928.col,100.0,172.0,0.034747,0.0,20.0,53.0,1.0,matilda,0.0,0.62954,100.0,3.0,3,3
g2929.col,100.0,171.0,0.034545,0.0,22.0,50.0,1.0,matilda,0.0,0.62992,4.0,3.0,3,3
g2930.col,100.0,171.0,0.034545,0.0,20.0,53.0,1.0,matilda,0.0,0.63079,100.0,3.0,3,3
g2931.col,100.0,171.0,0.034545,0.0,17.0,52.0,1.0,matilda,0.0,0.6298,3.0,3.0,3,3
g2932.col,100.0,172.0,0.034747,0.0,19.0,53.0,1.0,matilda,0.0,0.62941,100.0,3.0,3,3
g2933.col,100.0,172.0,0.034747,0.0,20.0,53.0,1.0,matilda,0.0,0.6294,100.0,3.0,3,3
g2934.col,100.0,172.0,0.034747,0.0,18.0,52.0,1.0,matilda,0.0,0.63105,100.0,3.0,3,3
g2935.col,100.0,171.0,0.034545,0.0,19.0,52.0,1.0,matilda,0.0,0.62953,100.0,3.0,3,3
g2936.col,100.0,171.0,0.034545,0.0,20.0,52.0,1.0,matilda,0.0,0.62949,100.0,3.0,3,3
g2937.col,100.0,173.0,0.034949,0.0,20.0,50.0,1.0,matilda,0.0,0.62996,4.0,3.0,3,3
g2938.col,100.0,173.0,0.034949,0.0,20.0,52.0,1.0,matilda,0.0,0.63026,100.0,3.0,3,3
g2939.col,100.0,171.0,0.034545,0.0,17.0,55.0,1.0,matilda,0.0,0.62946,4.0,3.0,3,3
g2940.col,100.0,172.0,0.034747,0.0,19.0,53.0,1.0,matilda,0.0,0.63133,100.0,3.0,3,3
g2941.col,100.0,173.0,0.034949,0.0,19.0,53.0,1.0,matilda,0.0,0.63053,100.0,3.0,3,3
g2942.col,100.0,173.0,0.034949,0.0,19.0,53.0,1.0,matilda,0.0,0.63055,100.0,3.0,3,3
g2943.col,100.0,173.0,0.034949,0.0,19.0,53.0,1.0,matilda,0.0,0.63055,100.0,3.0,3,3
g2944.col,100.0,173.0,0.034949,0.0,21.0,51.0,1.0,matilda,0.0,0.62964,4.0,3.0,3,3
g2945.col,100.0,173.0,0.034949,0.0,19.0,53.0,1.0,matilda,0.0,0.62954,2.0,2.0,2,2
g2946.col,100.0,173.0,0.034949,0.0,20.0,53.0,1.0,matilda,0.0,0.63068,100.0,3.0,3,3
g2947.col,100.0,172.0,0.034747,0.0,20.0,52.0,1.0,matilda,0.0,0.62901,100.0,3.0,3,3
g2948.col,100.0,171.0,0.034545,0.0,20.0,52.0,1.0,matilda,0.0,0.63145,100.0,3.0,3,3
g2949.col,100.0,172.0,0.034747,0.0,20.0,51.0,1.0,matilda,0.0,0.6315,3.0,2.0,2,2
g2950.col,100.0,171.0,0.034545,0.0,20.0,52.0,1.0,matilda,0.0,0.63157,100.0,3.0,3,3
